Team ID,W,L,W/L%,Finish,SRS,Pace,Rel_Pace,ORtg,Rel_ORtg,DRtg,Rel_DRtg,Rk,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,TOV,PF,PTS,Finals
Memphis Grizzlies*2013-2014,50,32,0.61,3,2.18,89.9,-4.0,106.3,-0.4,104.6,-2.1,27,241.5,38.1,82.0,0.46399999999999997,4.9,14.0,0.353,33.1,0.48700000000000004,15.1,20.3,0.741,11.6,30.8,42.4,21.9,7.7,13.7,19.1,96.1,L
Memphis Grizzlies*2012-2013,56,26,0.6829999999999999,2,4.32,88.4,-3.6,104.9,-1.0,100.3,-5.6,27,241.5,36.1,81.5,0.444,4.7,13.5,0.345,31.5,0.46299999999999997,16.5,21.3,0.773,12.9,29.8,42.7,20.9,8.6,14.0,20.2,93.4,L
Memphis Grizzlies*2011-2012,41,25,0.621,2,2.43,90.8,-0.5,104.0,-0.6,101.8,-2.8,20,241.5,36.7,82.2,0.447,4.2,12.9,0.326,32.5,0.47,17.3,22.8,0.759,12.6,29.5,42.0,19.5,9.6,14.5,19.9,95.0,L
Memphis Grizzlies*2010-2011,46,36,0.561,4,2.55,91.9,-0.2,107.6,0.3,105.1,-2.2,12,242.4,39.0,82.9,0.47100000000000003,3.8,11.3,0.33399999999999996,35.3,0.49200000000000005,18.1,24.2,0.75,11.8,29.2,41.0,20.6,9.4,14.0,20.8,99.9,L
Miami Heat*2015-2016,48,34,0.585,1,1.5,93.6,-2.2,106.1,-0.3,104.4,-2.0,23,241.8,38.4,81.7,0.47,6.1,18.0,0.336,32.3,0.508,17.1,23.0,0.7440000000000001,9.8,34.3,44.1,20.8,6.7,14.1,18.3,100.0,L
Miami Heat*2013-2014,54,28,0.659,1,4.15,91.2,-2.7,110.9,4.2,105.8,-0.9,12,242.4,38.3,76.5,0.501,8.1,22.3,0.364,30.2,0.5579999999999999,17.5,23.0,0.76,7.6,29.2,36.9,22.5,8.9,14.8,19.5,102.2,L
Miami Heat*2012-2013,66,16,0.805,1,7.03,90.7,-1.3,112.3,6.4,103.7,-2.2,5,242.4,38.4,77.4,0.496,8.7,22.1,0.396,29.6,0.536,17.4,23.0,0.754,8.2,30.4,38.6,23.0,8.7,13.9,18.7,102.9,W
Miami Heat*2011-2012,46,20,0.6970000000000001,1,5.72,91.2,-0.1,106.6,2.0,100.2,-4.4,7,243.0,37.1,79.0,0.469,5.6,15.6,0.359,31.5,0.496,18.8,24.2,0.775,10.4,31.2,41.6,20.0,8.9,15.2,19.4,98.5,W
Miami Heat*2010-2011,58,24,0.7070000000000001,1,6.76,90.9,-1.2,111.7,4.4,103.5,-3.8,8,241.2,37.0,76.8,0.48100000000000004,6.7,18.0,0.37,30.3,0.515,21.5,27.9,0.769,9.6,32.5,42.1,20.0,6.6,13.9,20.4,102.1,L
Miami Heat*2009-2010,47,35,0.573,3,1.99,89.6,-3.1,106.6,-1.0,104.1,-3.5,25,242.4,36.4,79.5,0.45799999999999996,6.0,17.4,0.34600000000000003,30.4,0.489,17.7,23.5,0.752,10.7,31.1,41.8,18.9,7.4,13.2,20.9,96.5,L
Miami Heat*2008-2009,43,39,0.524,3,0.49,89.9,-1.8,107.8,-0.5,107.6,-0.7,18,243.4,37.0,81.0,0.457,7.1,19.9,0.35700000000000004,29.9,0.489,17.2,22.8,0.754,10.1,29.4,39.5,20.4,7.9,12.5,20.7,98.3,L
Milwaukee Bucks*2016-2017,42,40,0.512,2,-0.45,94.5,-1.9,109.1,0.3,109.3,0.5,20,241.2,38.8,81.9,0.474,8.8,23.7,0.37,30.0,0.516,17.2,22.4,0.768,8.8,31.6,40.4,24.2,8.1,14.0,20.2,103.6,L
Milwaukee Bucks*2014-2015,41,41,0.5,3,-0.09,94.1,0.2,102.7,-2.9,102.2,-3.4,22,243.0,37.6,82.0,0.45899999999999996,6.6,18.3,0.363,31.0,0.486,16.0,21.1,0.757,10.7,31.4,42.1,23.6,9.6,16.7,22.1,97.8,L
Milwaukee Bucks*2012-2013,38,44,0.46299999999999997,3,-1.83,94.7,2.7,103.6,-2.3,105.2,-0.7,12,241.8,38.1,87.8,0.435,7.3,20.4,0.36,30.8,0.457,15.3,20.7,0.736,13.0,30.9,44.0,22.9,8.4,14.1,19.0,98.9,L
Milwaukee Bucks*2009-2010,46,36,0.561,2,1.37,91.7,-1.0,104.9,-2.7,103.1,-4.5,23,243.7,37.2,85.3,0.436,7.9,22.1,0.35600000000000004,29.3,0.46399999999999997,15.4,20.4,0.755,11.8,31.2,43.0,21.2,7.1,13.2,22.2,97.7,L
New Orleans Pelicans*2014-2015,45,37,0.5489999999999999,5,1.13,91.4,-2.5,108.2,2.6,107.3,1.7,16,241.2,37.9,82.9,0.457,7.1,19.3,0.37,30.8,0.484,16.4,21.8,0.7509999999999999,11.5,32.0,43.5,22.0,6.7,13.3,18.7,99.4,L
New Orleans Hornets*2010-2011,46,36,0.561,3,1.28,88.7,-3.4,106.2,-1.1,105.2,-2.1,27,241.8,35.9,78.2,0.45899999999999996,5.4,15.0,0.36,30.5,0.48200000000000004,17.7,23.1,0.765,10.0,30.1,40.1,20.6,7.6,13.0,21.0,94.9,L
New Orleans Hornets*2008-2009,49,33,0.598,4,1.41,87.8,-3.9,108.7,0.4,107.0,-1.3,26,240.9,35.5,77.6,0.457,6.8,18.6,0.364,28.7,0.48700000000000004,18.0,22.4,0.807,9.8,29.9,39.7,19.6,7.2,12.5,20.3,95.8,L
New York Knicks*2012-2013,54,28,0.659,1,3.73,89.8,-2.2,111.1,5.2,106.3,0.4,11,240.6,36.5,81.6,0.44799999999999995,10.9,28.9,0.376,25.7,0.48700000000000004,16.0,21.1,0.759,10.9,29.7,40.6,19.3,8.2,12.0,20.1,100.0,L
New York Knicks*2011-2012,36,30,0.545,2,2.39,93.2,1.9,104.4,-0.2,101.0,-3.6,11,241.5,35.8,80.8,0.44299999999999995,7.8,23.3,0.336,28.0,0.48700000000000004,18.3,24.8,0.741,11.3,30.5,41.7,20.1,9.4,16.0,21.1,97.8,L
New York Knicks*2010-2011,42,40,0.512,2,0.48,95.6,3.5,110.9,3.6,110.1,2.8,2,241.2,38.3,83.7,0.457,9.3,25.4,0.368,29.0,0.496,20.6,25.5,0.809,10.3,30.1,40.5,21.4,7.6,13.7,21.3,106.5,L
Oklahoma City Thunder*2016-2017,47,35,0.573,2,1.14,97.8,1.4,108.3,-0.5,107.5,-1.3,11,241.5,39.5,87.4,0.452,8.4,25.8,0.327,31.0,0.504,19.2,25.8,0.745,12.2,34.4,46.6,21.0,7.9,15.0,20.9,106.6,L
Oklahoma City Thunder*2015-2016,55,27,0.6709999999999999,1,7.09,96.7,0.9,113.1,6.7,105.6,-0.8,2,241.8,41.1,86.4,0.47600000000000003,8.3,23.7,0.349,32.9,0.524,19.7,25.2,0.782,13.1,35.6,48.6,23.0,7.4,15.9,20.6,110.2,L
Oklahoma City Thunder*2013-2014,59,23,0.72,1,6.66,95.4,1.5,110.5,3.8,103.9,-2.8,5,241.5,39.0,82.7,0.47100000000000003,8.1,22.4,0.361,30.9,0.512,20.2,25.0,0.8059999999999999,10.8,33.9,44.7,21.9,8.3,15.3,22.7,106.2,L
Oklahoma City Thunder*2012-2013,60,22,0.732,1,9.15,93.3,1.3,112.4,6.5,102.6,-3.3,3,241.8,38.1,79.3,0.48100000000000004,7.3,19.4,0.377,30.8,0.514,22.2,26.8,0.828,10.4,33.2,43.6,21.4,8.3,15.3,20.2,105.7,L
Oklahoma City Thunder*2011-2012,47,19,0.7120000000000001,1,6.44,93.0,1.7,109.8,5.2,103.2,-1.4,3,242.3,37.3,79.2,0.47100000000000003,7.2,20.0,0.358,30.2,0.509,21.3,26.4,0.8059999999999999,11.0,32.7,43.7,18.5,7.5,16.3,20.5,103.1,L
Oklahoma City Thunder*2010-2011,55,27,0.6709999999999999,1,3.81,92.7,0.6,111.2,3.9,107.2,-0.1,5,244.0,37.4,80.6,0.46399999999999997,5.9,17.1,0.34700000000000003,31.5,0.495,24.1,29.3,0.823,11.0,31.8,42.8,20.4,8.0,14.1,22.4,104.8,L
Oklahoma City Thunder*2009-2010,50,32,0.61,4,3.55,93.1,0.4,108.3,0.7,104.6,-3.0,14,241.5,37.4,80.8,0.462,5.1,15.0,0.34,32.3,0.49,21.7,27.0,0.805,11.7,31.8,43.5,20.0,8.0,15.0,21.3,101.5,L
Orlando Magic*2011-2012,37,29,0.561,3,0.46,89.0,-2.3,105.0,0.4,104.1,-0.5,21,241.9,34.5,78.2,0.441,10.2,27.0,0.375,24.3,0.475,15.1,22.8,0.66,11.2,31.2,42.5,20.0,6.8,14.9,17.7,94.2,L
Orlando Magic*2010-2011,52,30,0.634,2,4.92,91.2,-0.9,107.9,0.6,102.0,-5.3,16,241.8,36.0,78.2,0.461,9.4,25.6,0.366,26.7,0.507,17.7,25.6,0.6920000000000001,10.5,32.7,43.2,20.0,6.7,14.9,20.0,99.2,L
Orlando Magic*2009-2010,59,23,0.72,1,7.12,92.0,-0.7,111.4,3.8,103.3,-4.3,6,240.6,36.6,78.0,0.47,10.3,27.3,0.375,26.4,0.521,19.2,26.5,0.7240000000000001,9.9,33.4,43.2,19.7,6.2,14.1,19.9,102.8,L
Orlando Magic*2008-2009,59,23,0.72,1,6.48,92.3,0.6,109.2,0.9,101.9,-6.4,10,240.6,35.7,78.2,0.457,10.0,26.2,0.381,25.8,0.495,19.6,27.5,0.715,10.0,33.3,43.3,19.4,7.0,13.9,20.3,101.0,L
Philadelphia 76ers*2011-2012,35,31,0.53,3,3.59,89.7,-1.6,103.9,-0.7,99.2,-5.4,23,241.1,37.4,83.6,0.44799999999999995,5.3,14.6,0.36200000000000004,32.2,0.466,13.5,18.2,0.742,10.7,32.5,43.2,22.0,8.0,11.2,17.5,93.6,L
Philadelphia 76ers*2010-2011,41,41,0.5,3,1.01,91.7,-0.4,106.6,-0.7,105.0,-2.3,18,243.0,38.1,82.6,0.461,5.4,15.2,0.355,32.7,0.485,17.4,22.6,0.77,10.4,31.4,41.8,22.7,7.6,13.0,19.4,99.0,L
Philadelphia 76ers*2008-2009,41,41,0.5,2,0.16,90.0,-1.7,107.9,-0.4,107.8,-0.5,22,240.9,36.5,79.7,0.45899999999999996,4.2,13.1,0.318,32.4,0.486,20.1,27.0,0.745,12.7,28.5,41.2,20.1,8.0,14.1,20.1,97.4,L
Phoenix Suns*2009-2010,54,28,0.659,2,4.67,95.3,2.6,115.3,7.7,110.2,2.6,1,240.6,40.7,82.8,0.49200000000000005,8.9,21.6,0.41200000000000003,31.8,0.52,19.9,25.8,0.77,11.1,31.9,43.0,23.3,5.8,14.8,20.9,110.2,L
Portland Trail Blazers*2016-2017,41,41,0.5,3,-0.23,96.7,0.3,110.3,1.5,110.8,2.0,8,243.0,39.5,86.1,0.45899999999999996,10.4,27.7,0.375,29.2,0.499,18.5,23.7,0.78,10.1,33.5,43.7,21.1,7.0,13.7,21.2,107.9,L
Portland Trail Blazers*2015-2016,44,38,0.537,2,0.98,96.0,0.2,108.8,2.4,108.0,1.6,6,241.5,38.6,85.9,0.45,10.5,28.5,0.37,28.1,0.49,17.4,23.0,0.754,11.6,33.9,45.5,21.3,6.9,14.6,21.7,105.1,L
Portland Trail Blazers*2014-2015,51,31,0.622,1,4.41,94.2,0.3,108.2,2.6,103.7,-1.9,9,242.1,38.7,86.0,0.45,9.8,27.2,0.36200000000000004,28.9,0.491,15.5,19.4,0.8009999999999999,10.7,35.1,45.9,21.9,6.4,13.6,18.2,102.8,L
Portland Trail Blazers*2013-2014,54,28,0.659,2,4.44,94.9,1.0,111.5,4.8,107.4,0.7,4,242.1,39.1,87.0,0.45,9.4,25.3,0.37200000000000005,29.7,0.48100000000000004,19.1,23.5,0.815,12.5,34.0,46.4,23.2,5.5,13.7,19.2,106.7,L
Portland Trail Blazers*2010-2011,48,34,0.585,3,1.85,87.9,-4.2,108.8,1.5,107.1,-0.2,24,241.5,36.0,80.5,0.447,6.3,18.3,0.345,29.7,0.47700000000000004,18.0,22.4,0.804,12.1,27.2,39.3,21.2,8.0,13.0,19.3,96.3,L
Portland Trail Blazers*2009-2010,50,32,0.61,3,3.18,87.7,-5.0,110.8,3.2,107.1,-0.5,21,242.1,36.3,78.7,0.461,6.0,16.9,0.354,30.3,0.49,19.6,24.8,0.79,11.1,29.1,40.2,20.4,6.4,12.3,20.9,98.1,L
Portland Trail Blazers*2008-2009,54,28,0.659,2,5.0,86.6,-5.1,113.9,5.6,107.8,-0.5,14,241.8,36.8,79.2,0.465,7.3,19.0,0.38299999999999995,29.5,0.49,18.5,24.2,0.765,12.9,28.8,41.7,20.3,6.7,12.9,20.4,99.4,L
San Antonio Spurs*2016-2017,61,21,0.7440000000000001,1,7.13,94.2,-2.2,111.1,2.3,103.5,-5.3,14,241.5,39.3,83.7,0.469,9.2,23.5,0.391,30.1,0.5,17.6,22.0,0.797,10.0,33.9,43.9,23.8,8.0,13.4,18.3,105.3,L
San Antonio Spurs*2015-2016,67,15,0.8170000000000001,1,10.28,93.8,-2.0,110.3,3.9,99.0,-7.4,10,240.3,40.1,82.9,0.484,7.0,18.5,0.375,33.2,0.515,16.4,20.4,0.8029999999999999,9.4,34.5,43.9,24.5,8.3,13.1,17.5,103.5,L
San Antonio Spurs*2014-2015,55,27,0.6709999999999999,2,6.34,93.8,-0.1,108.5,2.9,102.0,-3.6,7,243.4,39.1,83.6,0.46799999999999997,8.3,22.5,0.36700000000000005,30.9,0.505,16.7,21.4,0.78,9.8,33.8,43.6,24.4,8.0,14.0,19.1,103.2,L
San Antonio Spurs*2013-2014,62,20,0.7559999999999999,1,8.0,95.0,1.1,110.5,3.8,102.4,-4.3,6,240.9,40.6,83.5,0.486,8.5,21.4,0.397,32.0,0.517,15.7,20.0,0.785,9.3,34.0,43.3,25.2,7.4,14.4,18.2,105.4,W
San Antonio Spurs*2012-2013,58,24,0.7070000000000001,1,6.67,94.2,2.2,108.3,2.4,101.6,-4.3,4,242.4,39.1,81.4,0.48100000000000004,8.1,21.5,0.376,31.1,0.519,16.6,21.0,0.7909999999999999,8.1,33.2,41.3,25.1,8.5,14.7,17.4,103.0,L
San Antonio Spurs*2011-2012,50,16,0.758,1,7.28,92.9,1.6,110.9,6.3,103.2,-1.4,2,241.5,39.6,82.8,0.478,8.4,21.3,0.39299999999999996,31.2,0.507,16.2,21.6,0.748,10.3,32.6,43.0,23.2,7.4,13.6,17.3,103.7,L
San Antonio Spurs*2010-2011,61,21,0.7440000000000001,1,5.86,92.3,0.2,111.8,4.5,105.6,-1.7,6,241.2,38.4,80.8,0.475,8.4,21.1,0.397,30.0,0.503,18.5,24.2,0.767,10.1,31.7,41.9,22.4,7.3,13.4,19.0,103.7,L
San Antonio Spurs*2009-2010,50,32,0.61,2,5.07,91.7,-1.0,110.0,2.4,104.5,-3.1,15,241.2,38.4,81.2,0.473,6.8,18.9,0.358,31.7,0.508,17.8,24.0,0.74,10.8,32.0,42.8,22.3,6.3,13.6,20.4,101.4,L
San Antonio Spurs*2008-2009,54,28,0.659,1,3.36,88.4,-3.3,108.5,0.2,104.3,-4.0,23,242.7,37.1,79.7,0.466,7.6,19.8,0.386,29.5,0.49200000000000005,15.2,20.0,0.7609999999999999,8.9,32.2,41.0,21.2,5.8,11.7,18.9,97.0,L
Toronto Raptors*2016-2017,51,31,0.622,2,3.65,94.7,-1.7,112.3,3.5,107.8,-1.0,10,241.2,39.2,84.4,0.46399999999999997,8.8,24.3,0.363,30.3,0.505,19.7,24.7,0.7959999999999999,10.6,32.6,43.3,18.5,8.3,12.7,20.8,106.9,L
Toronto Raptors*2015-2016,56,26,0.6829999999999999,1,4.08,92.9,-2.9,110.0,3.6,105.2,-1.2,14,241.2,36.7,81.3,0.451,8.6,23.4,0.37,28.0,0.483,20.8,26.7,0.777,10.2,33.2,43.4,18.7,7.8,13.1,19.6,102.7,L
Toronto Raptors*2014-2015,49,33,0.598,1,2.45,92.8,-1.1,111.0,5.4,107.7,2.1,4,242.1,37.9,83.3,0.455,8.9,25.1,0.35200000000000004,29.0,0.499,19.3,24.6,0.787,10.7,30.8,41.5,20.7,7.5,12.9,20.9,104.0,L
Toronto Raptors*2013-2014,48,34,0.585,1,2.55,91.8,-2.1,108.8,2.1,105.3,-1.4,13,243.4,36.5,81.9,0.445,8.7,23.4,0.37200000000000005,27.8,0.475,19.6,25.1,0.782,11.4,31.1,42.5,21.2,7.0,14.1,23.0,101.3,L
Utah Jazz*2016-2017,51,31,0.622,1,4.0,91.6,-4.8,109.6,0.8,105.3,-3.5,28,240.9,37.0,79.5,0.466,9.6,26.0,0.37200000000000005,27.3,0.511,17.1,22.9,0.747,9.4,33.8,43.2,20.1,6.7,13.6,18.8,100.7,L
Utah Jazz*2011-2012,36,30,0.545,3,0.92,91.4,0.1,106.8,2.2,106.1,1.5,4,244.9,38.2,83.8,0.456,4.1,12.8,0.32299999999999995,34.1,0.48,19.1,25.3,0.754,13.0,31.1,44.2,21.8,8.3,14.2,21.8,99.7,L
Utah Jazz*2009-2010,53,29,0.6459999999999999,2,5.33,93.8,1.1,110.7,3.1,105.0,-2.6,4,240.9,39.4,80.2,0.491,5.4,14.7,0.364,34.0,0.519,20.2,27.2,0.741,10.6,31.6,42.2,26.7,8.2,15.2,22.7,104.2,L
Utah Jazz*2008-2009,48,34,0.585,3,2.31,93.1,1.4,110.1,1.8,107.3,-1.0,7,242.4,38.3,80.8,0.475,4.8,13.7,0.349,33.5,0.5,22.1,28.7,0.7709999999999999,11.5,29.5,41.0,24.7,8.8,14.8,22.3,103.6,L
Washington Wizards*2016-2017,49,33,0.598,1,1.36,97.4,1.0,111.2,2.4,109.3,0.5,5,242.1,41.3,87.0,0.475,9.2,24.8,0.37200000000000005,32.1,0.515,17.3,22.1,0.784,10.3,32.6,42.9,23.9,8.5,14.2,21.3,109.2,L
Washington Wizards*2014-2015,46,36,0.561,2,0.17,93.7,-0.2,103.7,-1.9,103.0,-2.6,17,243.4,38.3,82.8,0.462,6.1,16.8,0.36,32.2,0.488,15.9,21.4,0.742,10.5,34.2,44.7,24.0,7.3,15.0,20.8,98.5,L
Washington Wizards*2013-2014,44,38,0.537,2,0.48,93.2,-0.7,106.0,-0.7,104.6,-2.1,16,244.6,38.7,84.4,0.45899999999999996,7.9,20.8,0.38,30.9,0.485,15.3,20.9,0.731,10.8,31.4,42.2,23.3,8.1,14.7,20.4,100.7,L
Boston Celtics*2007-2008,66,16,0.805,1,9.3,90.9,-1.5,110.2,2.7,98.9,-8.6,11,240.9,36.4,76.7,0.475,7.3,19.1,0.381,29.1,0.506,20.5,26.5,0.7709999999999999,10.1,31.9,42.0,22.4,8.5,15.2,22.7,100.5,W
Toronto Raptors*2007-2008,41,41,0.5,2,2.47,90.2,-2.2,110.2,2.7,107.0,-0.5,13,241.8,38.4,82.0,0.46799999999999997,7.0,17.8,0.392,31.4,0.489,16.4,20.2,0.812,9.6,30.4,40.1,23.8,7.0,11.7,19.5,100.2,L
Philadelphia 76ers*2007-2008,40,42,0.488,3,0.19,90.4,-2.0,106.4,-1.1,106.0,-1.5,23,240.9,37.3,81.1,0.46,3.7,11.6,0.317,33.6,0.483,18.4,26.1,0.706,13.0,28.9,41.9,20.4,8.7,14.3,19.8,96.6,L
Detroit Pistons*2007-2008,59,23,0.72,1,6.67,87.3,-5.1,111.4,3.9,102.9,-4.6,17,240.6,36.6,79.9,0.45799999999999996,5.9,16.2,0.366,30.6,0.48100000000000004,18.4,24.0,0.767,11.9,29.5,41.4,22.3,7.1,11.7,20.6,97.5,L
Cleveland Cavaliers*2007-2008,45,37,0.5489999999999999,2,-0.53,90.2,-2.2,106.0,-1.5,106.4,-1.1,24,242.1,35.8,81.7,0.439,6.7,18.8,0.358,29.1,0.46299999999999997,18.0,25.1,0.7170000000000001,13.3,31.3,44.6,20.0,7.1,14.0,20.9,96.4,L
Orlando Magic*2007-2008,52,30,0.634,1,4.79,93.4,1.0,111.3,3.8,105.5,-2.0,6,241.2,37.3,78.6,0.474,9.8,25.3,0.386,27.5,0.516,20.1,27.9,0.721,9.4,32.6,42.0,20.8,6.3,14.3,20.6,104.5,L
Washington Wizards*2007-2008,43,39,0.524,2,-0.61,89.5,-2.9,109.2,1.7,109.6,2.1,14,242.7,36.4,81.6,0.446,7.0,19.7,0.35600000000000004,29.4,0.475,19.0,24.3,0.782,12.3,29.3,41.6,19.6,7.7,13.2,19.6,98.8,L
Atlanta Hawks*2007-2008,37,45,0.451,3,-2.23,91.1,-1.3,106.9,-0.6,108.9,1.4,15,242.1,36.3,79.9,0.45399999999999996,4.7,13.1,0.35600000000000004,31.6,0.473,21.0,27.2,0.772,12.3,29.9,42.2,22.0,7.3,14.9,20.4,98.2,L
Utah Jazz*2007-2008,54,28,0.659,1,6.86,93.2,0.8,113.8,6.3,106.5,-1.0,5,240.3,40.0,80.4,0.49700000000000005,5.0,13.4,0.37200000000000005,35.0,0.522,21.3,28.0,0.759,11.5,29.4,40.9,26.4,8.7,14.6,24.0,106.2,L
Denver Nuggets*2007-2008,50,32,0.61,2,3.74,99.7,7.3,110.0,2.5,106.3,-1.2,2,242.1,40.3,85.8,0.47,6.9,19.6,0.355,33.4,0.504,23.1,30.7,0.7509999999999999,11.2,32.9,44.1,24.7,9.2,14.7,21.1,110.7,L
Los Angeles Lakers*2007-2008,57,25,0.695,1,7.34,95.6,3.2,113.0,5.5,105.5,-2.0,4,241.2,39.6,83.1,0.47600000000000003,8.1,21.4,0.37799999999999995,31.5,0.51,21.3,27.7,0.769,11.0,33.2,44.1,24.4,8.0,14.1,20.6,108.6,L
Phoenix Suns*2007-2008,55,27,0.6709999999999999,2,5.14,96.7,4.3,113.3,5.8,108.1,0.6,3,241.2,41.4,82.7,0.5,8.5,21.5,0.39299999999999996,32.9,0.5379999999999999,18.9,24.1,0.7829999999999999,8.8,32.7,41.5,26.7,6.5,14.4,19.9,110.1,L
New Orleans Hornets*2007-2008,56,26,0.6829999999999999,1,5.46,89.9,-2.5,111.5,4.0,105.7,-1.8,9,241.5,38.6,82.9,0.466,7.7,19.8,0.389,30.9,0.49,16.0,20.8,0.769,11.4,30.4,41.8,21.8,7.8,11.9,18.7,100.9,L
San Antonio Spurs*2007-2008,56,26,0.6829999999999999,2,5.1,88.8,-3.6,107.2,-0.3,101.8,-5.7,27,240.6,35.8,78.3,0.457,7.2,19.6,0.369,28.6,0.48700000000000004,16.5,21.6,0.7609999999999999,9.4,31.9,41.3,21.0,6.4,12.6,18.7,95.4,L
Houston Rockets*2007-2008,55,27,0.6709999999999999,3,4.83,90.4,-2.0,106.8,-0.7,101.6,-5.9,22,240.6,36.6,81.7,0.44799999999999995,7.1,20.8,0.342,29.5,0.485,16.4,22.5,0.726,12.2,32.4,44.6,21.4,7.3,13.7,19.6,96.7,L
Dallas Mavericks*2007-2008,51,31,0.622,4,4.7,90.2,-2.2,111.1,3.6,106.1,-1.4,12,240.6,36.9,79.5,0.46399999999999997,6.0,17.1,0.35200000000000004,30.9,0.495,20.6,25.3,0.8140000000000001,10.8,32.2,43.0,21.0,6.0,12.6,21.8,100.4,L
Detroit Pistons*2008-2009,39,43,0.47600000000000003,3,-0.36,86.7,-5.0,107.4,-0.9,108.0,-0.3,28,242.7,36.4,80.0,0.45399999999999996,4.6,13.2,0.349,31.8,0.475,16.9,22.5,0.7509999999999999,11.6,29.9,41.4,20.6,6.0,11.9,20.9,94.2,L
Detroit Pistons*2015-2016,44,38,0.537,3,0.43,95.1,-0.7,106.1,-0.3,105.5,-0.9,19,242.4,37.9,86.4,0.439,9.0,26.2,0.345,28.9,0.48,17.1,25.5,0.6679999999999999,12.5,33.9,46.3,19.4,7.0,13.5,19.0,102.0,L
